,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
P117,[4-24],[2-23],[3-21],[3-24],[3-26],[2-26],[5-27],[2-25],[4-23],[4-23],[3-31],[8-22],[3-31],[5-23],[6-19],[7-21],[5-20],[7-26],[7-23],[9-25],[5-26],[5-24],[3-24],[3-23],[5-36],[2-26],[2-23],[2-16],[5-15],[2-20],[6-19],[3-19],[1-21],[1-23],[7-19],[5-22],[3-16],[5-18],[2-21],[2-21],[2-22],[3-25],[4-23],[5-20],[5-16],[2-16],[3-27],[5-23],[3-23],[4-22],[5-28],[2-26],abaab,Group: 65
P200,[4-24],[2-23],[3-21],[3-24],[3-26],[2-26],[5-27],[2-25],[4-23],[4-23],[3-31],[8-22],[3-31],[5-23],[6-19],[7-21],[5-20],[7-26],[7-23],[9-25],[5-26],[5-24],[3-24],[3-23],[5-36],[2-26],[2-23],[2-16],[5-15],[2-20],[6-19],[3-19],[1-21],[1-23],[7-19],[5-22],[3-16],[5-18],[2-21],[2-21],[2-22],[3-25],[4-23],[5-20],[5-16],[2-16],[3-27],[5-23],[3-23],[4-22],[5-28],[2-26],abaab,Group: 65
P333,[4-24],[2-23],[3-21],[3-24],[3-26],[2-26],[5-27],[2-25],[4-23],[4-23],[3-31],[8-22],[3-31],[5-23],[6-19],[7-21],[5-20],[7-26],[7-23],[9-25],[5-26],[5-24],[3-24],[3-23],[5-36],[2-26],[2-23],[2-16],[5-15],[2-20],[6-19],[3-19],[1-21],[1-23],[7-19],[5-22],[3-16],[5-18],[2-21],[2-21],[2-22],[3-25],[4-23],[5-20],[5-16],[2-16],[3-27],[5-23],[3-23],[4-22],[5-28],[2-26],baa,Group: 65
P505,[4-24],[2-23],[3-21],[3-24],[3-26],[2-26],[5-27],[2-25],[4-23],[4-23],[3-31],[8-22],[3-31],[5-23],[6-19],[7-21],[5-20],[7-26],[7-23],[9-25],[5-26],[5-24],[3-24],[3-23],[5-36],[2-26],[2-23],[2-16],[5-15],[2-20],[6-19],[3-19],[1-21],[1-23],[7-19],[5-22],[3-16],[5-18],[2-21],[2-21],[2-22],[3-25],[4-23],[5-20],[5-16],[2-16],[3-27],[5-23],[3-23],[4-22],[5-28],[2-26],baa,Group: 65
P407,[4-24],[2-23],[3-21],[3-24],[3-26],[2-26],[5-27],[2-25],[4-23],[4-23],[3-31],[8-22],[3-31],[5-23],[6-19],[7-21],[5-20],[7-26],[7-23],[9-25],[5-26],[5-24],[3-24],[3-23],[5-36],[2-26],[2-23],[2-16],[5-15],[2-20],[6-19],[3-19],[1-21],[1-23],[7-19],[5-22],[3-16],[5-18],[2-21],[2-21],[2-22],[3-25],[4-23],[5-20],[5-16],[2-16],[3-27],[5-23],[3-23],[4-22],[5-28],[2-26],baa,Group: 65
P516,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P107,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P494,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P148,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bbabb,Group: 66
P160,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bbabb,Group: 66
P249,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bbabb,Group: 66
P266,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],ccb,Group: 66
P445,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],ccb,Group: 66
P602,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],ccb,Group: 66
P245,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bcb,Group: 66
P492,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bcb,Group: 66
P679,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],bcb,Group: 66
P410,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],abb,Group: 66
P596,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],abb,Group: 66
P367,[0-9],[0-14],[0-16],[0-15],[0-18],[0-16],[0-16],[0-13],[0-22],[0-15],[0-18],[0-17],[0-15],[0-15],[0-16],[0-18],[0-19],[0-32],[0-18],[0-27],[0-25],[0-23],[0-21],[0-20],[0-27],[0-21],[0-9],[0-11],[0-12],[0-12],[0-12],[0-15],[0-14],[0-18],[0-20],[0-8],[0-16],[0-16],[0-16],[0-13],[0-12],[0-19],[0-17],[0-14],[0-15],[0-19],[0-19],[0-20],[0-22],[0-22],[0-18],[0-31],abb,Group: 66
P133,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P17,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P90,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P63,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P49,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P87,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P73,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P181,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P46,[27-49],[28-48],[29-54],[28-46],[28-47],[29-47],[26-53],[31-49],[30-56],[32-48],[26-50],[31-49],[32-51],[27-52],[28-55],[34-50],[22-50],[29-46],[32-44],[30-50],[27-47],[28-45],[28-45],[26-48],[18-37],[13-35],[20-34],[18-32],[20-35],[17-36],[17-37],[20-36],[20-40],[26-40],[20-37],[23-39],[17-42],[24-38],[21-41],[25-42],[28-41],[23-41],[25-36],[24-49],[17-37],[22-38],[23-43],[24-41],[21-40],[22-37],[20-40],[14-25],baa,Group: 67
P97,[27-41],[26-45],[22-47],[30-45],[28-51],[24-41],[26-52],[19-49],[22-47],[27-45],[26-42],[25-49],[26-51],[30-45],[28-42],[30-45],[28-45],[26-45],[30-44],[22-45],[31-47],[28-41],[22-45],[28-45],[24-43],[16-34],[14-31],[19-32],[21-38],[19-35],[22-36],[18-43],[24-38],[14-39],[19-34],[19-38],[17-37],[24-43],[17-40],[20-39],[19-40],[25-38],[14-36],[27-45],[17-39],[20-38],[22-39],[19-46],[19-34],[14-43],[16-31],[15-29],baa,Group: 70
P76,[27-41],[26-45],[22-47],[30-45],[28-51],[24-41],[26-52],[19-49],[22-47],[27-45],[26-42],[25-49],[26-51],[30-45],[28-42],[30-45],[28-45],[26-45],[30-44],[22-45],[31-47],[28-41],[22-45],[28-45],[24-43],[16-34],[14-31],[19-32],[21-38],[19-35],[22-36],[18-43],[24-38],[14-39],[19-34],[19-38],[17-37],[24-43],[17-40],[20-39],[19-40],[25-38],[14-36],[27-45],[17-39],[20-38],[22-39],[19-46],[19-34],[14-43],[16-31],[15-29],baa,Group: 70
P67,[27-41],[26-45],[22-47],[30-45],[28-51],[24-41],[26-52],[19-49],[22-47],[27-45],[26-42],[25-49],[26-51],[30-45],[28-42],[30-45],[28-45],[26-45],[30-44],[22-45],[31-47],[28-41],[22-45],[28-45],[24-43],[16-34],[14-31],[19-32],[21-38],[19-35],[22-36],[18-43],[24-38],[14-39],[19-34],[19-38],[17-37],[24-43],[17-40],[20-39],[19-40],[25-38],[14-36],[27-45],[17-39],[20-38],[22-39],[19-46],[19-34],[14-43],[16-31],[15-29],baa,Group: 70
P435,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P51,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P487,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],bba,Group: 68
P405,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],baa,Group: 68
P535,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],baa,Group: 68
P514,[6-24],[4-36],[6-17],[6-27],[5-20],[6-23],[7-28],[6-25],[6-28],[7-23],[8-31],[3-24],[4-28],[7-26],[7-29],[8-24],[7-26],[7-33],[5-23],[8-29],[10-26],[5-25],[4-30],[5-27],[12-34],[7-35],[4-23],[3-19],[2-20],[4-25],[4-20],[2-19],[4-21],[5-24],[5-20],[3-22],[8-25],[3-18],[5-18],[7-20],[5-24],[4-20],[4-23],[6-24],[8-27],[3-18],[5-23],[4-20],[7-26],[5-26],[8-28],[7-37],baa,Group: 68
P261,[0-32],[1-36],[0-38],[0-41],[0-32],[0-29],[0-34],[0-47],[0-41],[0-42],[0-38],[0-40],[1-31],[0-32],[0-36],[1-41],[0-35],[0-30],[0-47],[0-43],[0-31],[0-48],[0-43],[0-43],[0-42],[0-30],[0-21],[0-24],[0-25],[0-40],[0-38],[0-37],[0-30],[0-33],[0-33],[0-35],[0-35],[0-33],[0-28],[1-31],[0-35],[1-30],[1-37],[0-31],[0-28],[0-34],[0-41],[0-39],[0-31],[0-38],[0-40],[1-35],bba,Group: 76
P436,[0-32],[1-36],[0-38],[0-41],[0-32],[0-29],[0-34],[0-47],[0-41],[0-42],[0-38],[0-40],[1-31],[0-32],[0-36],[1-41],[0-35],[0-30],[0-47],[0-43],[0-31],[0-48],[0-43],[0-43],[0-42],[0-30],[0-21],[0-24],[0-25],[0-40],[0-38],[0-37],[0-30],[0-33],[0-33],[0-35],[0-35],[0-33],[0-28],[1-31],[0-35],[1-30],[1-37],[0-31],[0-28],[0-34],[0-41],[0-39],[0-31],[0-38],[0-40],[1-35],bba,Group: 76
P510,[0-32],[1-36],[0-38],[0-41],[0-32],[0-29],[0-34],[0-47],[0-41],[0-42],[0-38],[0-40],[1-31],[0-32],[0-36],[1-41],[0-35],[0-30],[0-47],[0-43],[0-31],[0-48],[0-43],[0-43],[0-42],[0-30],[0-21],[0-24],[0-25],[0-40],[0-38],[0-37],[0-30],[0-33],[0-33],[0-35],[0-35],[0-33],[0-28],[1-31],[0-35],[1-30],[1-37],[0-31],[0-28],[0-34],[0-41],[0-39],[0-31],[0-38],[0-40],[1-35],bba,Group: 76
P128,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P132,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P18,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P189,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P47,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P28,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P618,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P39,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P131,[29-40],[21-43],[27-49],[28-45],[30-53],[29-51],[25-41],[25-58],[30-47],[31-45],[23-49],[19-44],[31-47],[27-45],[32-47],[27-46],[24-51],[31-60],[30-54],[26-45],[29-50],[32-48],[25-51],[27-58],[23-41],[18-28],[20-38],[20-34],[22-40],[21-38],[26-41],[19-34],[23-39],[24-44],[22-40],[20-37],[28-48],[19-39],[20-42],[21-38],[21-39],[25-50],[27-50],[26-43],[26-42],[24-45],[25-45],[18-44],[22-39],[24-38],[19-37],[19-33],baa,Group: 69
P193,[19-41],[22-45],[22-48],[28-47],[29-47],[23-50],[31-56],[26-53],[25-47],[31-52],[29-49],[28-45],[31-61],[32-55],[19-43],[27-51],[30-47],[32-60],[27-43],[26-45],[36-51],[27-46],[29-51],[26-46],[24-43],[21-37],[18-39],[22-36],[16-39],[21-39],[24-38],[22-44],[21-49],[23-39],[21-41],[21-41],[19-49],[22-38],[20-43],[21-38],[21-40],[21-35],[26-43],[21-44],[18-42],[24-42],[25-50],[18-39],[22-44],[22-40],[12-38],[16-28],bba,Group: 73
